source,url,title,total_time,thumbnail_present,raw_ingredient,ingredient_name,normalized_name,quantity,unit,status,error
twoplaidaprons,https://twoplaidaprons.com/bingsu-korean-shaved-ice/,Bingsu (Korean Shaved Ice),5.0,True,"<li class=""wprm-recipe-ingredient"" data-uid=""0"" style=""list-style-type: none;""><span class=""wprm-checkbox-container""><input aria-label="" 2 cups milk preferably low fat"" class=""wprm-checkbox"" id=""wprm-checkbox-0"" type=""checkbox""/><label class=""wprm-checkbox-label"" for=""wprm-checkbox-0""><span class=""sr-only screen-reader-text wprm-screen-reader-text"">▢ </span></label></span><span class=""wprm-recipe-ingredient-amount"">2</span> <span class=""wprm-recipe-ingredient-unit"">cups</span> <span class=""wprm-recipe-ingredient-name"">milk</span> <span class=""wprm-recipe-ingredient-notes wprm-recipe-ingredient-notes-smaller-faded"">preferably low fat</span></li>",milk,milk,2.0,cups,ok,
twoplaidaprons,https://twoplaidaprons.com/bingsu-korean-shaved-ice/,Bingsu (Korean Shaved Ice),5.0,True,"<li class=""wprm-recipe-ingredient"" data-uid=""2"" style=""list-style-type: none;""><span class=""wprm-checkbox-container""><input aria-label="" 2 cups cold water"" class=""wprm-checkbox"" id=""wprm-checkbox-1"" type=""checkbox""/><label class=""wprm-checkbox-label"" for=""wprm-checkbox-1""><span class=""sr-only screen-reader-text wprm-screen-reader-text"">▢ </span></label></span><span class=""wprm-recipe-ingredient-amount"">2</span> <span class=""wprm-recipe-ingredient-unit"">cups</span> <span class=""wprm-recipe-ingredient-name"">cold water</span></li>",cold water,cold water,2.0,cups,ok,
twoplaidaprons,https://twoplaidaprons.com/bingsu-korean-shaved-ice/,Bingsu (Korean Shaved Ice),5.0,True,"<li class=""wprm-recipe-ingredient"" data-uid=""3"" style=""list-style-type: none;""><span class=""wprm-checkbox-container""><input aria-label="" 2 tablespoons sweetened condensed milk"" class=""wprm-checkbox"" id=""wprm-checkbox-2"" type=""checkbox""/><label class=""wprm-checkbox-label"" for=""wprm-checkbox-2""><span class=""sr-only screen-reader-text wprm-screen-reader-text"">▢ </span></label></span><span class=""wprm-recipe-ingredient-amount"">2</span> <span class=""wprm-recipe-ingredient-unit"">tablespoons</span> <span class=""wprm-recipe-ingredient-name""><a class=""wprm-recipe-ingredient-link"" href=""https://amzn.to/31wcR3P"" rel=""nofollow noreferrer"" target=""_blank"">sweetened condensed milk</a></span></li>",sweetened condensed milk,sweetened condensed milk,2.0,tablespoons,ok,
twoplaidaprons,https://twoplaidaprons.com/bingsu-korean-shaved-ice/,Bingsu (Korean Shaved Ice),5.0,True,"<li class=""wprm-recipe-ingredient"" data-uid=""10"" style=""list-style-type: none;""><span class=""wprm-checkbox-container""><input aria-label="" sweetened condensed milk"" class=""wprm-checkbox"" id=""wprm-checkbox-3"" type=""checkbox""/><label class=""wprm-checkbox-label"" for=""wprm-checkbox-3""><span class=""sr-only screen-reader-text wprm-screen-reader-text"">▢ </span></label></span><span class=""wprm-recipe-ingredient-name""><a class=""wprm-recipe-ingredient-link"" href=""https://amzn.to/31wcR3P"" rel=""nofollow noreferrer"" target=""_blank"">sweetened condensed milk</a></span></li>",sweetened condensed milk,sweetened condensed milk,,,ok,
twoplaidaprons,https://twoplaidaprons.com/bingsu-korean-shaved-ice/,Bingsu (Korean Shaved Ice),5.0,True,"<li class=""wprm-recipe-ingredient"" data-uid=""5"" style=""list-style-type: none;""><span class=""wprm-checkbox-container""><input aria-label="" Fruits  chopped or sliced, like strawberries, mango, and melons"" class=""wprm-checkbox"" id=""wprm-checkbox-4"" type=""checkbox""/><label class=""wprm-checkbox-label"" for=""wprm-checkbox-4""><span class=""sr-only screen-reader-text wprm-screen-reader-text"">▢ </span></label></span><span class=""wprm-recipe-ingredient-name"">Fruits</span> <span class=""wprm-recipe-ingredient-notes wprm-recipe-ingredient-notes-smaller-faded""> chopped or sliced, like strawberries, mango, and melons</span></li>",Fruits,fruits,,,ok,
twoplaidaprons,https://twoplaidaprons.com/bingsu-korean-shaved-ice/,Bingsu (Korean Shaved Ice),5.0,True,"<li class=""wprm-recipe-ingredient"" data-uid=""6"" style=""list-style-type: none;""><span class=""wprm-checkbox-container""><input aria-label="" Injeolmi Korean rice cakes"" class=""wprm-checkbox"" id=""wprm-checkbox-5"" type=""checkbox""/><label class=""wprm-checkbox-label"" for=""wprm-checkbox-5""><span class=""sr-only screen-reader-text wprm-screen-reader-text"">▢ </span></label></span><span class=""wprm-recipe-ingredient-name"">Injeolmi</span> <span class=""wprm-recipe-ingredient-notes wprm-recipe-ingredient-notes-smaller-faded"">Korean rice cakes</span></li>",Injeolmi,injeolmi,,,ok,
twoplaidaprons,https://twoplaidaprons.com/bingsu-korean-shaved-ice/,Bingsu (Korean Shaved Ice),5.0,True,"<li class=""wprm-recipe-ingredient"" data-uid=""7"" style=""list-style-type: none;""><span class=""wprm-checkbox-container""><input aria-label="" Sweetened red bean"" class=""wprm-checkbox"" id=""wprm-checkbox-6"" type=""checkbox""/><label class=""wprm-checkbox-label"" for=""wprm-checkbox-6""><span class=""sr-only screen-reader-text wprm-screen-reader-text"">▢ </span></label></span><span class=""wprm-recipe-ingredient-name""><a class=""wprm-recipe-ingredient-link"" href=""https://amzn.to/45SCbQb"" rel=""nofollow noreferrer"" target=""_blank"">Sweetened red bean</a></span></li>",Sweetened red bean,sweetened red bean,,,ok,
twoplaidaprons,https://twoplaidaprons.com/bingsu-korean-shaved-ice/,Bingsu (Korean Shaved Ice),5.0,True,"<li class=""wprm-recipe-ingredient"" data-uid=""9"" style=""list-style-type: none;""><span class=""wprm-checkbox-container""><input aria-label="" Ice cream choose your favorite flavor!"" class=""wprm-checkbox"" id=""wprm-checkbox-7"" type=""checkbox""/><label class=""wprm-checkbox-label"" for=""wprm-checkbox-7""><span class=""sr-only screen-reader-text wprm-screen-reader-text"">▢ </span></label></span><span class=""wprm-recipe-ingredient-name"">Ice cream</span> <span class=""wprm-recipe-ingredient-notes wprm-recipe-ingredient-notes-smaller-faded"">choose your favorite flavor!</span></li>",Ice cream,ice cream,,,ok,
twoplaidaprons,https://twoplaidaprons.com/bingsu-korean-shaved-ice/,Bingsu (Korean Shaved Ice),5.0,True,"<li class=""wprm-recipe-ingredient"" data-uid=""12"" style=""list-style-type: none;""><span class=""wprm-checkbox-container""><input aria-label="" Sweetened whipped cream"" class=""wprm-checkbox"" id=""wprm-checkbox-8"" type=""checkbox""/><label class=""wprm-checkbox-label"" for=""wprm-checkbox-8""><span class=""sr-only screen-reader-text wprm-screen-reader-text"">▢ </span></label></span><span class=""wprm-recipe-ingredient-name"">Sweetened whipped cream</span></li>",Sweetened whipped cream,sweetened whipped cream,,,ok,
twoplaidaprons,https://twoplaidaprons.com/bingsu-korean-shaved-ice/,Bingsu (Korean Shaved Ice),5.0,True,"<li class=""wprm-recipe-ingredient"" data-uid=""8"" style=""list-style-type: none;""><span class=""wprm-checkbox-container""><input aria-label="" Universal grade matcha"" class=""wprm-checkbox"" id=""wprm-checkbox-9"" type=""checkbox""/><label class=""wprm-checkbox-label"" for=""wprm-checkbox-9""><span class=""sr-only screen-reader-text wprm-screen-reader-text"">▢ </span></label></span><span class=""wprm-recipe-ingredient-name""><a class=""wprm-recipe-ingredient-link"" href=""https://amzn.to/36HwJ5Q"" rel=""nofollow noreferrer"" target=""_blank"">Universal grade matcha</a></span></li>",Universal grade matcha,universal grade matcha,,,ok,
twoplaidaprons,https://twoplaidaprons.com/bingsu-korean-shaved-ice/,Bingsu (Korean Shaved Ice),5.0,True,"<li class=""wprm-recipe-ingredient"" data-uid=""11"" style=""list-style-type: none;""><span class=""wprm-checkbox-container""><input aria-label="" Nuts"" class=""wprm-checkbox"" id=""wprm-checkbox-10"" type=""checkbox""/><label class=""wprm-checkbox-label"" for=""wprm-checkbox-10""><span class=""sr-only screen-reader-text wprm-screen-reader-text"">▢ </span></label></span><span class=""wprm-recipe-ingredient-name"">Nuts</span></li>",Nuts,nuts,,,ok,
twoplaidaprons,https://twoplaidaprons.com/black-pepper-chicken/,,,,,,,,,error,"1 validation error for IngredientData
quantity
  Input should be a valid number, unable to parse string as a number [type=float_parsing, input_value='¾', input_type=str]
    For further information visit https://errors.pydantic.dev/2.13/v/float_parsing"
twoplaidaprons,https://twoplaidaprons.com/black-sesame-mochi-muffins/,,,,,,,,,error,"1 validation error for IngredientData
quantity
  Input should be a valid number, unable to parse string as a number [type=float_parsing, input_value='¾', input_type=str]
    For further information visit https://errors.pydantic.dev/2.13/v/float_parsing"
twoplaidaprons,https://twoplaidaprons.com/black-sesame-tang-yuan/,,,,,,,,,error,"1 validation error for IngredientData
quantity
  Input should be a valid number, unable to parse string as a number [type=float_parsing, input_value='¾', input_type=str]
    For further information visit https://errors.pydantic.dev/2.13/v/float_parsing"
twoplaidaprons,https://twoplaidaprons.com/bok-choy-with-oyster-sauce/,,,,,,,,,error,"1 validation error for IngredientData
quantity
  Input should be a valid number, unable to parse string as a number [type=float_parsing, input_value='¾', input_type=str]
    For further information visit https://errors.pydantic.dev/2.13/v/float_parsing"
twoplaidaprons,https://twoplaidaprons.com/bourbon-pecan-ice-cream/,,,,,,,,,error,"1 validation error for IngredientData
quantity
  Input should be a valid number, unable to parse string as a number [type=float_parsing, input_value='¾', input_type=str]
    For further information visit https://errors.pydantic.dev/2.13/v/float_parsing"
twoplaidaprons,https://twoplaidaprons.com/brown-sugar-boba-ice-cream-bar/,Brown Sugar Boba Ice Cream Bar,250.0,True,"<li class=""wprm-recipe-ingredient"" style=""list-style-type: none;""><span class=""wprm-checkbox-container""><input aria-label="" 25 grams water (roughly 5 teaspoon)"" class=""wprm-checkbox"" id=""wprm-checkbox-0"" type=""checkbox""/><label class=""wprm-checkbox-label"" for=""wprm-checkbox-0""><span class=""sr-only screen-reader-text wprm-screen-reader-text"">▢ </span></label></span><span class=""wprm-recipe-ingredient-amount"">25</span> <span class=""wprm-recipe-ingredient-unit"">grams</span> <span class=""wprm-recipe-ingredient-name"">water</span> <span class=""wprm-recipe-ingredient-notes wprm-recipe-ingredient-notes-smaller-faded"">(roughly 5 teaspoon)</span></li>",water,water,25.0,grams,ok,
twoplaidaprons,https://twoplaidaprons.com/brown-sugar-boba-ice-cream-bar/,Brown Sugar Boba Ice Cream Bar,250.0,True,"<li class=""wprm-recipe-ingredient"" style=""list-style-type: none;""><span class=""wprm-checkbox-container""><input aria-label="" 20 grams  Taiwanese black sugar (about 5 teaspoons; or brown sugar)"" class=""wprm-checkbox"" id=""wprm-checkbox-1"" type=""checkbox""/><label class=""wprm-checkbox-label"" for=""wprm-checkbox-1""><span class=""sr-only screen-reader-text wprm-screen-reader-text"">▢ </span></label></span><span class=""wprm-recipe-ingredient-amount"">20</span> <span class=""wprm-recipe-ingredient-unit"">grams </span> <span class=""wprm-recipe-ingredient-name"">Taiwanese black sugar</span> <span class=""wprm-recipe-ingredient-notes wprm-recipe-ingredient-notes-smaller-faded"">(about 5 teaspoons; or brown sugar)</span></li>",Taiwanese black sugar,taiwanese black sugar,20.0,grams ,ok,
twoplaidaprons,https://twoplaidaprons.com/brown-sugar-boba-ice-cream-bar/,Brown Sugar Boba Ice Cream Bar,250.0,True,"<li class=""wprm-recipe-ingredient"" style=""list-style-type: none;""><span class=""wprm-checkbox-container""><input aria-label="" 50 grams tapioca flour (roughly a skimp ⅓ cup, highly recommend using a scale)"" class=""wprm-checkbox"" id=""wprm-checkbox-2"" type=""checkbox""/><label class=""wprm-checkbox-label"" for=""wprm-checkbox-2""><span class=""sr-only screen-reader-text wprm-screen-reader-text"">▢ </span></label></span><span class=""wprm-recipe-ingredient-amount"">50</span> <span class=""wprm-recipe-ingredient-unit"">grams</span> <span class=""wprm-recipe-ingredient-name""><a class=""wprm-recipe-ingredient-link"" href=""https://amzn.to/3cXkVNR"" rel=""nofollow noreferrer"" target=""_blank"">tapioca flour</a></span> <span class=""wprm-recipe-ingredient-notes wprm-recipe-ingredient-notes-smaller-faded"">(roughly a skimp ⅓ cup, highly recommend using a scale)</span></li>",tapioca flour,tapioca flour,50.0,grams,ok,
twoplaidaprons,https://twoplaidaprons.com/brown-sugar-boba-ice-cream-bar/,Brown Sugar Boba Ice Cream Bar,250.0,True,"<li class=""wprm-recipe-ingredient"" style=""list-style-type: none;""><span class=""wprm-checkbox-container""><input aria-label="" ¼ cup Taiwanese black sugar, packed (or ¼ cup brown sugar + 2 tablespoon molasses)"" class=""wprm-checkbox"" id=""wprm-checkbox-3"" type=""checkbox""/><label class=""wprm-checkbox-label"" for=""wprm-checkbox-3""><span class=""sr-only screen-reader-text wprm-screen-reader-text"">▢ </span></label></span><span class=""wprm-recipe-ingredient-amount"">¼</span> <span class=""wprm-recipe-ingredient-unit"">cup</span> <span class=""wprm-recipe-ingredient-name"">Taiwanese black sugar, packed</span> <span class=""wprm-recipe-ingredient-notes wprm-recipe-ingredient-notes-smaller-faded"">(or ¼ cup brown sugar + 2 tablespoon molasses)</span></li>","Taiwanese black sugar, packed",taiwanese black sugar packed,0.25,cup,ok,
twoplaidaprons,https://twoplaidaprons.com/brown-sugar-boba-ice-cream-bar/,Brown Sugar Boba Ice Cream Bar,250.0,True,"<li class=""wprm-recipe-ingredient"" style=""list-style-type: none;""><span class=""wprm-checkbox-container""><input aria-label="" ¼ cup water"" class=""wprm-checkbox"" id=""wprm-checkbox-4"" type=""checkbox""/><label class=""wprm-checkbox-label"" for=""wprm-checkbox-4""><span class=""sr-only screen-reader-text wprm-screen-reader-text"">▢ </span></label></span><span class=""wprm-recipe-ingredient-amount"">¼</span> <span class=""wprm-recipe-ingredient-unit"">cup</span> <span class=""wprm-recipe-ingredient-name"">water</span></li>",water,water,0.25,cup,ok,
twoplaidaprons,https://twoplaidaprons.com/brown-sugar-boba-ice-cream-bar/,Brown Sugar Boba Ice Cream Bar,250.0,True,"<li class=""wprm-recipe-ingredient"" style=""list-style-type: none;""><span class=""wprm-checkbox-container""><input aria-label="" 2 Tablespoon Taiwanese black sugar, packed (or 2 tablespoon brown sugar + 1 tablespoon molasses)"" class=""wprm-checkbox"" id=""wprm-checkbox-5"" type=""checkbox""/><label class=""wprm-checkbox-label"" for=""wprm-checkbox-5""><span class=""sr-only screen-reader-text wprm-screen-reader-text"">▢ </span></label></span><span class=""wprm-recipe-ingredient-amount"">2</span> <span class=""wprm-recipe-ingredient-unit"">Tablespoon</span> <span class=""wprm-recipe-ingredient-name"">Taiwanese black sugar, packed</span> <span class=""wprm-recipe-ingredient-notes wprm-recipe-ingredient-notes-smaller-faded"">(or 2 tablespoon brown sugar + 1 tablespoon molasses)</span></li>","Taiwanese black sugar, packed",taiwanese black sugar packed,2.0,Tablespoon,ok,
twoplaidaprons,https://twoplaidaprons.com/brown-sugar-boba-ice-cream-bar/,Brown Sugar Boba Ice Cream Bar,250.0,True,"<li class=""wprm-recipe-ingredient"" style=""list-style-type: none;""><span class=""wprm-checkbox-container""><input aria-label="" 2 Tablespoon water"" class=""wprm-checkbox"" id=""wprm-checkbox-6"" type=""checkbox""/><label class=""wprm-checkbox-label"" for=""wprm-checkbox-6""><span class=""sr-only screen-reader-text wprm-screen-reader-text"">▢ </span></label></span><span class=""wprm-recipe-ingredient-amount"">2</span> <span class=""wprm-recipe-ingredient-unit"">Tablespoon</span> <span class=""wprm-recipe-ingredient-name"">water</span></li>",water,water,2.0,Tablespoon,ok,
twoplaidaprons,https://twoplaidaprons.com/brown-sugar-boba-ice-cream-bar/,Brown Sugar Boba Ice Cream Bar,250.0,True,"<li class=""wprm-recipe-ingredient"" style=""list-style-type: none;""><span class=""wprm-checkbox-container""><input aria-label="" 1 teaspoon cornstarch slurry (1 teaspoon cornstarch + 1 teaspoon cold water)"" class=""wprm-checkbox"" id=""wprm-checkbox-7"" type=""checkbox""/><label class=""wprm-checkbox-label"" for=""wprm-checkbox-7""><span class=""sr-only screen-reader-text wprm-screen-reader-text"">▢ </span></label></span><span class=""wprm-recipe-ingredient-amount"">1</span> <span class=""wprm-recipe-ingredient-unit"">teaspoon</span> <span class=""wprm-recipe-ingredient-name"">cornstarch slurry</span> <span class=""wprm-recipe-ingredient-notes wprm-recipe-ingredient-notes-smaller-faded"">(1 teaspoon cornstarch + 1 teaspoon cold water)</span></li>",cornstarch slurry,cornstarch slurry,1.0,teaspoon,ok,
twoplaidaprons,https://twoplaidaprons.com/brown-sugar-boba-ice-cream-bar/,Brown Sugar Boba Ice Cream Bar,250.0,True,"<li class=""wprm-recipe-ingredient"" style=""list-style-type: none;""><span class=""wprm-checkbox-container""><input aria-label="" 1 cup coconut cream (or high fat coconut milk or ½ heavy cream + ½ whole milk)"" class=""wprm-checkbox"" id=""wprm-checkbox-8"" type=""checkbox""/><label class=""wprm-checkbox-label"" for=""wprm-checkbox-8""><span class=""sr-only screen-reader-text wprm-screen-reader-text"">▢ </span></label></span><span class=""wprm-recipe-ingredient-amount"">1</span> <span class=""wprm-recipe-ingredient-unit"">cup</span> <span class=""wprm-recipe-ingredient-name""><a class=""wprm-recipe-ingredient-link"" href=""https://amzn.to/36Xv5NX"" rel=""nofollow noreferrer"" target=""_blank"">coconut cream</a></span> <span class=""wprm-recipe-ingredient-notes wprm-recipe-ingredient-notes-smaller-faded"">(or <a href=""https://amzn.to/2UEIGUr""><u>high fat coconut milk</u></a> or ½ heavy cream + ½ whole milk)</span></li>",coconut cream,coconut cream,1.0,cup,ok,
twoplaidaprons,https://twoplaidaprons.com/brown-sugar-boba-ice-cream-bar/,Brown Sugar Boba Ice Cream Bar,250.0,True,"<li class=""wprm-recipe-ingredient"" style=""list-style-type: none;""><span class=""wprm-checkbox-container""><input aria-label="" 2 Tablespoon granulated sugar"" class=""wprm-checkbox"" id=""wprm-checkbox-9"" type=""checkbox""/><label class=""wprm-checkbox-label"" for=""wprm-checkbox-9""><span class=""sr-only screen-reader-text wprm-screen-reader-text"">▢ </span></label></span><span class=""wprm-recipe-ingredient-amount"">2</span> <span class=""wprm-recipe-ingredient-unit"">Tablespoon</span> <span class=""wprm-recipe-ingredient-name""><a class=""wprm-recipe-ingredient-link"" href=""https://amzn.to/3IEdexr"" rel=""nofollow noreferrer"" target=""_blank"">granulated sugar</a></span></li>",granulated sugar,granulated sugar,2.0,Tablespoon,ok,
twoplaidaprons,https://twoplaidaprons.com/bubble-pillow-potato/,Bubble Pillow Potato,27.0,True,"<li class=""wprm-recipe-ingredient"" data-uid=""0"" style=""list-style-type: none;""><span class=""wprm-checkbox-container""><input aria-label="" 14 ounces russet potato usually 1 large russet"" class=""wprm-checkbox"" id=""wprm-checkbox-0"" type=""checkbox""/><label class=""wprm-checkbox-label"" for=""wprm-checkbox-0""><span class=""sr-only screen-reader-text wprm-screen-reader-text"">▢ </span></label></span><span class=""wprm-recipe-ingredient-amount"">14</span> <span class=""wprm-recipe-ingredient-unit"">ounces</span> <span class=""wprm-recipe-ingredient-name"">russet potato</span> <span class=""wprm-recipe-ingredient-notes wprm-recipe-ingredient-notes-smaller-faded"">usually 1 large russet</span></li>",russet potato,russet potato,14.0,ounces,ok,
twoplaidaprons,https://twoplaidaprons.com/bubble-pillow-potato/,Bubble Pillow Potato,27.0,True,"<li class=""wprm-recipe-ingredient"" data-uid=""1"" style=""list-style-type: none;""><span class=""wprm-checkbox-container""><input aria-label="" ¼ cup all-purpose flour fluffed, spooned, and leveled"" class=""wprm-checkbox"" id=""wprm-checkbox-1"" type=""checkbox""/><label class=""wprm-checkbox-label"" for=""wprm-checkbox-1""><span class=""sr-only screen-reader-text wprm-screen-reader-text"">▢ </span></label></span><span class=""wprm-recipe-ingredient-amount"">¼</span> <span class=""wprm-recipe-ingredient-unit"">cup</span> <span class=""wprm-recipe-ingredient-name""><a class=""wprm-recipe-ingredient-link"" href=""https://amzn.to/3jXntzh"" rel=""nofollow noreferrer"" target=""_blank"">all-purpose flour</a></span> <span class=""wprm-recipe-ingredient-notes wprm-recipe-ingredient-notes-smaller-faded"">fluffed, spooned, and leveled</span></li>",all-purpose flour,allpurpose flour,0.25,cup,ok,
twoplaidaprons,https://twoplaidaprons.com/bubble-pillow-potato/,Bubble Pillow Potato,27.0,True,"<li class=""wprm-recipe-ingredient"" data-uid=""2"" style=""list-style-type: none;""><span class=""wprm-checkbox-container""><input aria-label="" 2 tablespoons cornstarch"" class=""wprm-checkbox"" id=""wprm-checkbox-2"" type=""checkbox""/><label class=""wprm-checkbox-label"" for=""wprm-checkbox-2""><span class=""sr-only screen-reader-text wprm-screen-reader-text"">▢ </span></label></span><span class=""wprm-recipe-ingredient-amount"">2</span> <span class=""wprm-recipe-ingredient-unit"">tablespoons</span> <span class=""wprm-recipe-ingredient-name""><a class=""wprm-recipe-ingredient-link"" href=""https://amzn.to/37lEG01"" rel=""nofollow noreferrer"" target=""_blank"">cornstarch</a></span></li>",cornstarch,cornstarch,2.0,tablespoons,ok,
twoplaidaprons,https://twoplaidaprons.com/bubble-pillow-potato/,Bubble Pillow Potato,27.0,True,"<li class=""wprm-recipe-ingredient"" data-uid=""3"" style=""list-style-type: none;""><span class=""wprm-checkbox-container""><input aria-label="" ½ teaspoon kosher salt a little less if using fine salt"" class=""wprm-checkbox"" id=""wprm-checkbox-3"" type=""checkbox""/><label class=""wprm-checkbox-label"" for=""wprm-checkbox-3""><span class=""sr-only screen-reader-text wprm-screen-reader-text"">▢ </span></label></span><span class=""wprm-recipe-ingredient-amount"">½</span> <span class=""wprm-recipe-ingredient-unit"">teaspoon</span> <span class=""wprm-recipe-ingredient-name""><a class=""wprm-recipe-ingredient-link"" href=""https://amzn.to/3cjL1LU"" rel=""nofollow noreferrer"" target=""_blank"">kosher salt</a></span> <span class=""wprm-recipe-ingredient-notes wprm-recipe-ingredient-notes-smaller-faded"">a little less if using fine salt</span></li>",kosher salt,salt,0.5,teaspoon,ok,
twoplaidaprons,https://twoplaidaprons.com/bubble-pillow-potato/,Bubble Pillow Potato,27.0,True,"<li class=""wprm-recipe-ingredient"" data-uid=""4"" style=""list-style-type: none;""><span class=""wprm-checkbox-container""><input aria-label="" Few cracks of black pepper"" class=""wprm-checkbox"" id=""wprm-checkbox-4"" type=""checkbox""/><label class=""wprm-checkbox-label"" for=""wprm-checkbox-4""><span class=""sr-only screen-reader-text wprm-screen-reader-text"">▢ </span></label></span><span class=""wprm-recipe-ingredient-name"">Few cracks of black pepper</span></li>",Few cracks of black pepper,few cracks  black pepper,,,ok,
twoplaidaprons,https://twoplaidaprons.com/bubble-pillow-potato/,Bubble Pillow Potato,27.0,True,"<li class=""wprm-recipe-ingredient"" data-uid=""5"" style=""list-style-type: none;""><span class=""wprm-checkbox-container""><input aria-label="" Oil for frying"" class=""wprm-checkbox"" id=""wprm-checkbox-5"" type=""checkbox""/><label class=""wprm-checkbox-label"" for=""wprm-checkbox-5""><span class=""sr-only screen-reader-text wprm-screen-reader-text"">▢ </span></label></span><span class=""wprm-recipe-ingredient-name"">Oil</span> <span class=""wprm-recipe-ingredient-notes wprm-recipe-ingredient-notes-smaller-faded"">for frying</span></li>",Oil,oil,,,ok,
twoplaidaprons,https://twoplaidaprons.com/bubble-pillow-potato/,Bubble Pillow Potato,27.0,True,"<li class=""wprm-recipe-ingredient"" data-uid=""6"" style=""list-style-type: none;""><span class=""wprm-checkbox-container""><input aria-label="" Breadcrumb (if using the air fryer or oven method)"" class=""wprm-checkbox"" id=""wprm-checkbox-6"" type=""checkbox""/><label class=""wprm-checkbox-label"" for=""wprm-checkbox-6""><span class=""sr-only screen-reader-text wprm-screen-reader-text"">▢ </span></label></span><span class=""wprm-recipe-ingredient-name""><a class=""wprm-recipe-ingredient-link"" href=""https://amzn.to/4hS0Avx"" rel=""nofollow noreferrer"" target=""_blank"">Breadcrumb</a></span> <span class=""wprm-recipe-ingredient-notes wprm-recipe-ingredient-notes-smaller-faded"">(if using the air fryer or oven method)</span></li>",Breadcrumb,breadcrumb,,,ok,
twoplaidaprons,https://twoplaidaprons.com/bun-thit-nuong/,,,,,,,,,error,"1 validation error for IngredientData
quantity
  Input should be a valid number, unable to parse string as a number [type=float_parsing, input_value='3-6', input_type=str]
    For further information visit https://errors.pydantic.dev/2.13/v/float_parsing"
twoplaidaprons,https://twoplaidaprons.com/butternut-squash-soup/,,,,,,,,,error,"1 validation error for IngredientData
quantity
  Input should be a valid number, unable to parse string as a number [type=float_parsing, input_value='3½ - 4', input_type=str]
    For further information visit https://errors.pydantic.dev/2.13/v/float_parsing"
twoplaidaprons,https://twoplaidaprons.com/buttery-caramel-sauce/,,,,,,,,,error,"1 validation error for IngredientData
quantity
  Input should be a valid number, unable to parse string as a number [type=float_parsing, input_value='¾', input_type=str]
    For further information visit https://errors.pydantic.dev/2.13/v/float_parsing"
twoplaidaprons,https://twoplaidaprons.com/cantonese-chow-mein/,Cantonese Chow Mein,15.0,True,"<li class=""wprm-recipe-ingredient"" data-uid=""0"" style=""list-style-type: none;""><span class=""wprm-checkbox-container""><input aria-label="" 15 ounces chow mein noodles"" class=""wprm-checkbox"" id=""wprm-checkbox-0"" type=""checkbox""/><label class=""wprm-checkbox-label"" for=""wprm-checkbox-0""><span class=""sr-only screen-reader-text wprm-screen-reader-text"">▢ </span></label></span><span class=""wprm-recipe-ingredient-amount"">15</span> <span class=""wprm-recipe-ingredient-unit"">ounces</span> <span class=""wprm-recipe-ingredient-name"">chow mein noodles</span></li>",chow mein noodles,chow mein noodles,15.0,ounces,ok,
twoplaidaprons,https://twoplaidaprons.com/cantonese-chow-mein/,Cantonese Chow Mein,15.0,True,"<li class=""wprm-recipe-ingredient"" data-uid=""1"" style=""list-style-type: none;""><span class=""wprm-checkbox-container""><input aria-label="" 8 ounces mung bean sprouts rinsed and well drained"" class=""wprm-checkbox"" id=""wprm-checkbox-1"" type=""checkbox""/><label class=""wprm-checkbox-label"" for=""wprm-checkbox-1""><span class=""sr-only screen-reader-text wprm-screen-reader-text"">▢ </span></label></span><span class=""wprm-recipe-ingredient-amount"">8</span> <span class=""wprm-recipe-ingredient-unit"">ounces</span> <span class=""wprm-recipe-ingredient-name"">mung bean sprouts</span> <span class=""wprm-recipe-ingredient-notes wprm-recipe-ingredient-notes-smaller-faded"">rinsed and well drained</span></li>",mung bean sprouts,mung bean sprouts,8.0,ounces,ok,
twoplaidaprons,https://twoplaidaprons.com/cantonese-chow-mein/,Cantonese Chow Mein,15.0,True,"<li class=""wprm-recipe-ingredient"" data-uid=""2"" style=""list-style-type: none;""><span class=""wprm-checkbox-container""><input aria-label="" 3 stalks green onions cut into 2 inch pieces"" class=""wprm-checkbox"" id=""wprm-checkbox-2"" type=""checkbox""/><label class=""wprm-checkbox-label"" for=""wprm-checkbox-2""><span class=""sr-only screen-reader-text wprm-screen-reader-text"">▢ </span></label></span><span class=""wprm-recipe-ingredient-amount"">3</span> <span class=""wprm-recipe-ingredient-unit"">stalks</span> <span class=""wprm-recipe-ingredient-name"">green onions</span> <span class=""wprm-recipe-ingredient-notes wprm-recipe-ingredient-notes-smaller-faded"">cut into 2 inch pieces</span></li>",green onions,green onions,3.0,stalks,ok,
